0, 0, Header, 1, 1, 1024
1, 0, Start_track
1, 0, Title_t, "1"
1, 0, Note_on_c, 0, 60, 65
1, 512, Note_on_c, 0, 41, 65
1, 512, Note_on_c, 0, 29, 65
1, 512, Note_off_c, 0, 60, 0
1, 512, Note_on_c, 0, 65, 65
1, 512, Note_on_c, 0, 60, 65
1, 512, Note_on_c, 0, 81, 65
1, 1024, Note_on_c, 0, 41, 65
1, 1024, Note_off_c, 0, 41, 0
1, 1033, Note_off_c, 0, 29, 0
1, 1536, Note_off_c, 0, 41, 0
1, 1536, Note_on_c, 0, 48, 65
1, 1536, Note_on_c, 0, 69, 65
1, 1536, Note_on_c, 0, 65, 65
1, 1536, Note_on_c, 0, 60, 65
1, 1536, Note_on_c, 0, 53, 65
1, 1968, Note_off_c, 0, 81, 0
1, 2048, Note_off_c, 0, 60, 0
1, 2066, Note_off_c, 0, 65, 0
1, 2560, Note_off_c, 0, 65, 0
1, 2560, Note_off_c, 0, 48, 0
1, 2560, Note_off_c, 0, 53, 0
1, 2560, Note_on_c, 0, 65, 65
1, 2580, Note_off_c, 0, 60, 0
1, 2580, Note_off_c, 0, 69, 0
1, 3072, Note_on_c, 0, 70, 65
1, 3072, Note_on_c, 0, 41, 65
1, 3081, Note_off_c, 0, 65, 0
1, 3584, Note_off_c, 0, 41, 0
1, 3584, Note_on_c, 0, 61, 65
1, 3584, Note_on_c, 0, 70, 65
1, 3584, Note_on_c, 0, 75, 65
1, 3584, Note_on_c, 0, 78, 65
1, 3584, Note_on_c, 0, 82, 65
1, 3584, Note_on_c, 0, 36, 65
1, 3584, Note_on_c, 0, 48, 65
1, 3584, Note_on_c, 0, 70, 65
1, 3584, Note_on_c, 0, 53, 65
1, 3584, Note_on_c, 0, 46, 65
1, 3584, Note_on_c, 0, 48, 65
1, 3593, Note_off_c, 0, 70, 0
1, 4068, Note_off_c, 0, 61, 0
1, 4096, Note_off_c, 0, 78, 0
1, 4105, Note_off_c, 0, 82, 0
1, 4105, Note_off_c, 0, 75, 0
1, 4105, Note_off_c, 0, 70, 0
1, 4108, Note_off_c, 0, 70, 0
1, 4608, Note_on_c, 0, 29, 65
1, 4608, Note_on_c, 0, 82, 65
1, 4608, Note_on_c, 0, 77, 65
1, 4608, Note_on_c, 0, 72, 65
1, 4608, Note_off_c, 0, 36, 0
1, 4608, Note_off_c, 0, 48, 0
1, 4608, Note_off_c, 0, 53, 0
1, 4608, Note_off_c, 0, 48, 0
1, 4608, Note_off_c, 0, 46, 0
1, 4608, Note_on_c, 0, 41, 65
1, 5120, Note_off_c, 0, 29, 0
1, 5120, Note_on_c, 0, 48, 65
1, 5120, Note_on_c, 0, 57, 65
1, 5120, Note_off_c, 0, 41, 0
1, 5376, Note_off_c, 0, 57, 0
1, 5376, Note_off_c, 0, 48, 0
1, 5632, Note_on_c, 0, 70, 65
1, 5632, Note_on_c, 0, 65, 65
1, 5632, Note_on_c, 0, 41, 65
1, 5632, Note_on_c, 0, 60, 65
1, 5655, Note_on_c, 0, 74, 65
1, 5655, Note_on_c, 0, 55, 65
1, 5655, Note_on_c, 0, 50, 65
1, 5655, Note_on_c, 0, 46, 65
1, 5655, Note_on_c, 0, 43, 65
1, 5655, Note_on_c, 0, 69, 65
1, 5655, Note_on_c, 0, 65, 65
1, 5655, Note_on_c, 0, 48, 65
1, 5655, Note_on_c, 0, 29, 65
1, 6167, Note_off_c, 0, 48, 0
1, 6167, Note_off_c, 0, 55, 0
1, 6167, Note_off_c, 0, 74, 0
1, 6167, Note_off_c, 0, 43, 0
1, 6167, Note_off_c, 0, 46, 0
1, 6167, Note_off_c, 0, 50, 0
1, 6167, Note_off_c, 0, 29, 0
1, 6167, Note_off_c, 0, 65, 0
1, 6167, Note_off_c, 0, 69, 0
1, 6167, Note_on_c, 0, 70, 65
1, 6167, Note_on_c, 0, 74, 65
1, 6167, Note_on_c, 0, 26, 65
1, 6167, Note_on_c, 0, 82, 65
1, 6167, Note_on_c, 0, 77, 65
1, 6167, Note_on_c, 0, 38, 65
1, 6656, Note_off_c, 0, 77, 0
1, 6656, Note_off_c, 0, 72, 0
1, 6676, Note_off_c, 0, 65, 0
1, 6676, Note_off_c, 0, 70, 0
1, 6676, Note_off_c, 0, 60, 0
1, 6697, Note_off_c, 0, 82, 0
1, 7191, Note_on_c, 0, 50, 65
1, 7191, Note_on_c, 0, 53, 65
1, 7191, Note_on_c, 0, 86, 65
1, 7191, Note_on_c, 0, 74, 65
1, 7191, Note_off_c, 0, 38, 0
1, 7191, Note_off_c, 0, 26, 0
1, 7191, Note_on_c, 0, 45, 65
1, 7599, Note_off_c, 0, 77, 0
1, 7680, Note_off_c, 0, 41, 0
1, 7703, Note_on_c, 0, 82, 65
1, 7703, Note_on_c, 0, 77, 65
