0, 0, Header, 1, 1, 1024
1, 0, Start_track
1, 0, Title_t, "1"
1, 0, Note_on_c, 0, 69, 65
1, 512, Note_on_c, 0, 49, 65
1, 512, Note_off_c, 0, 69, 0
1, 512, Note_on_c, 0, 67, 65
1, 973, Note_off_c, 0, 49, 0
1, 1024, Note_on_c, 0, 52, 65
1, 1485, Note_off_c, 0, 52, 0
1, 1536, Note_on_c, 0, 78, 65
1, 1536, Note_on_c, 0, 47, 65
1, 1997, Note_off_c, 0, 47, 0
1, 2048, Note_off_c, 0, 67, 0
1, 2048, Note_on_c, 0, 51, 65
1, 2509, Note_off_c, 0, 51, 0
1, 2560, Note_on_c, 0, 54, 65
1, 3021, Note_off_c, 0, 54, 0
1, 3072, Note_on_c, 0, 75, 65
1, 3379, Note_off_c, 0, 78, 0
1, 3533, Note_off_c, 0, 75, 0
1, 3584, Note_on_c, 0, 76, 65
1, 4045, Note_off_c, 0, 76, 0
1, 4096, Note_on_c, 0, 71, 65
1, 4096, Note_on_c, 0, 49, 65
1, 4557, Note_off_c, 0, 49, 0
1, 4557, Note_off_c, 0, 71, 0
1, 4608, Note_on_c, 0, 59, 65
1, 4608, Note_on_c, 0, 78, 65
1, 5069, Note_off_c, 0, 59, 0
1, 5069, Note_off_c, 0, 78, 0
1, 5120, Note_on_c, 0, 56, 65
1, 5120, Note_on_c, 0, 80, 65
1, 5581, Note_off_c, 0, 56, 0
1, 5581, Note_off_c, 0, 80, 0
1, 5632, Note_on_c, 0, 49, 65
1, 6093, Note_off_c, 0, 49, 0
1, 6144, Note_on_c, 0, 76, 65
1, 6144, Note_on_c, 0, 56, 65
1, 6605, Note_off_c, 0, 76, 0
1, 6605, Note_off_c, 0, 56, 0
1, 6656, Note_on_c, 0, 52, 65
1, 7117, Note_off_c, 0, 52, 0
1, 7168, Note_on_c, 0, 56, 65
1, 7168, Note_on_c, 0, 75, 65
1, 7629, Note_off_c, 0, 75, 0
1, 7629, Note_off_c, 0, 56, 0
1, 7680, Note_on_c, 0, 44, 65
1, 7680, Note_on_c, 0, 75, 65
1, 8141, Note_off_c, 0, 75, 0
1, 8141, Note_off_c, 0, 44, 0
1, 8192, Note_on_c, 0, 87, 65
1, 8192, Note_on_c, 0, 51, 65
1, 8653, Note_off_c, 0, 87, 0
1, 8653, Note_off_c, 0, 51, 0
1, 8704, Note_on_c, 0, 47, 65
1, 9165, Note_off_c, 0, 47, 0
1, 9216, Note_on_c, 0, 85, 65
1, 9216, Note_on_c, 0, 51, 65
1, 9677, Note_off_c, 0, 51, 0
1, 9728, Note_on_c, 0, 44, 65
1, 10189, Note_off_c, 0, 44, 0
1, 10189, Note_off_c, 0, 85, 0
1, 10240, Note_on_c, 0, 76, 65
1, 10240, Note_on_c, 0, 54, 65
1, 10701, Note_off_c, 0, 76, 0
1, 10701, Note_off_c, 0, 54, 0
1, 10752, Note_on_c, 0, 51, 65
1, 11213, Note_off_c, 0, 51, 0
1, 11264, Note_on_c, 0, 54, 65
1, 11725, Note_off_c, 0, 54, 0
1, 11776, Note_on_c, 0, 49, 65
1, 11776, Note_on_c, 0, 78, 65
1, 12237, Note_off_c, 0, 49, 0
1, 12237, Note_off_c, 0, 78, 0
1, 12288, Note_on_c, 0, 56, 65
1, 12288, Note_on_c, 0, 76, 65
1, 12749, Note_off_c, 0, 76, 0
1, 12749, Note_off_c, 0, 56, 0
1, 12800, Note_on_c, 0, 78, 65
1, 12800, Note_on_c, 0, 52, 65
1, 13261, Note_off_c, 0, 52, 0
1, 13261, Note_off_c, 0, 78, 0
1, 13312, Note_on_c, 0, 76, 65
1, 13312, Note_on_c, 0, 56, 65
1, 13773, Note_off_c, 0, 76, 0
1, 13773, Note_off_c, 0, 56, 0
1, 13824, Note_on_c, 0, 51, 65
1, 13824, Note_on_c, 0, 71, 65
1, 13824, Note_on_c, 0, 44, 65
1, 13824, Note_on_c, 0, 47, 65
1, 14285, Note_off_c, 0, 51, 0
1, 14285, Note_off_c, 0, 47, 0
1, 14285, Note_off_c, 0, 44, 0
1, 14285, Note_off_c, 0, 71, 0
1, 14336, Note_on_c, 0, 76, 65
1, 14336, Note_on_c, 0, 54, 65
1, 14797, Note_off_c, 0, 54, 0
1, 14797, Note_off_c, 0, 76, 0
1, 14848, Note_on_c, 0, 71, 65
1, 14848, Note_on_c, 0, 49, 65
1, 15309, Note_off_c, 0, 49, 0
1, 15309, Note_off_c, 0, 71, 0
1, 15360, Note_on_c, 0, 56, 65
1, 15360, Note_on_c, 0, 76, 65
1, 15821, Note_off_c, 0, 76, 0
1, 15821, Note_off_c, 0, 56, 0
1, 15872, Note_on_c, 0, 78, 65
1, 15872, Note_on_c, 0, 52, 65
1, 16333, Note_off_c, 0, 52, 0
1, 16333, Note_off_c, 0, 78, 0
